listing_id,listing_url,scraping_date,district_scraped,source,price_pen,price_usd,maintenance_fee,area_total,bedrooms,bathrooms,parking_spaces,address,urbanization,district,photos_count,json_name
148912675,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-valle-hermoso-oeste-santiago-de-surco-3-dormitorios-148912675?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=10&n_pos=18,2026-05-18,santiago-de-surco,urbania,943880.0,280000.0,600.0,134,3.0,3.0,2.0,Av. de los Precursores 575,Valle Hermoso Oeste,Santiago de Surco,1,Departamento · 134m² · 3 Dormitorios · 2 Estacionamientos
149366193,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-3-dormitorios-149366193?n_src=Listado&n_pills=Seguridad&n_pg=10&n_pos=20,2026-05-18,santiago-de-surco,urbania,2001000.0,580000.0,994.0,240,3.0,3.0,2.0,Alameda Monte Umbroso 820,Chacarilla Del Estanque,Santiago de Surco,1,Departamento · 230m² · 3 Dormitorios · 2 Estacionamientos
149276199,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-149276199?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=10&n_pos=21,2026-05-18,santiago-de-surco,urbania,1292000.0,380000.0,1200.0,204,3.0,2.0,2.0,Jirón Las Laderas 662,Santiago de Surco,Lima,1,Departamento · 204m² · 3 Dormitorios · 2 Estacionamientos
149907734,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-1-dormitorio-149907734?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=10&n_pos=22,2026-05-18,santiago-de-surco,urbania,574560.0,168000.0,300.0,82,1.0,1.0,1.0,Calle  Los Laureles 314,Santiago de Surco,Lima,1,Departamento · 63m² · 1 Dormitorio · 1 Estacionamiento
147989276,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-4-dormitorios-147989276?n_src=Listado&n_pills=Seguridad&n_pg=10&n_pos=23,2026-05-18,santiago-de-surco,urbania,2105000.0,569000.0,800.0,324,4.0,5.0,2.0,Av. Bielovucic Cavalier 1XX. Chacarilla San Borja,Chacarilla Del Estanque,Santiago de Surco,1,Departamento · 249m² · 4 Dormitorios · 2 Estacionamientos
148224434,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santiago-de-surco-lima-3-dormitorios-148224434?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=10&n_pos=24,2026-05-18,santiago-de-surco,urbania,1186600.0,349000.0,750.0,226,3.0,2.0,2.0,Batallón Libres De Trujillo 177,Santiago de Surco,Lima,1,Departamento · 181m² · 3 Dormitorios · 2 Estacionamientos
149401413,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-valle-hermoso-santiago-de-surco-3-dormitorios-149401413?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=10&n_pos=25,2026-05-18,santiago-de-surco,urbania,537584.0,155000.0,,119,3.0,2.0,2.0,Av de los Ingenieros 994,Valle Hermoso,Santiago de Surco,1,Departamento · 85m² · 3 Dormitorios · 2 Estacionamientos
149728312,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-3-dormitorios-149728312?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=10&n_pos=26,2026-05-18,santiago-de-surco,urbania,927500.0,265000.0,600.0,140,3.0,2.0,2.0,Avenida Alejandro Velasco Astete 1100,Chacarilla Del Estanque,Santiago de Surco,1,Departamento · 140m² · 3 Dormitorios · 2 Estacionamientos
148040301,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-3-dormitorios-148040301?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=10&n_pos=27,2026-05-18,santiago-de-surco,urbania,1150000.0,335000.0,800.0,164,3.0,3.0,2.0,Av La Floresta 4xx,Chacarilla Del Estanque,Santiago de Surco,1,Departamento · 164m² · 3 Dormitorios · 2 Estacionamientos
13509729,https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-santa-teresa-de-las-gardenias-santiago-de-surco-3-dormitorios-13509729?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=10&n_pos=28,2026-05-18,santiago-de-surco,urbania,690000.0,204900.0,450.0,131,3.0,2.0,1.0,Nestor Batanero 120,Santa Teresa De Las Gardenias,Santiago de Surco,1,Departamento · 131m² · 3 Dormitorios · 1 Estacionamiento
